,Communes,Classement 
3230,LIMOUSIS,20234
3231,BARSAC,4925
3232,L EGUILLE,443
3233,ESPINASSE,1012
3234,MARCORIGNAN,14113
3235,BIEUJAC,11492
3236,EPARGNES,15663
3237,LE FALGOUX,34345
3238,MARSA,30470
3239,BIGANOS,476
3240,ETAULES,519
3241,LE FAU,33497
3242,LES MARTYS,12447
3243,BLAIGNAC,10972
3244,FLOIRAC,990
3245,GOURDIEGES,21257
3246,MAS CABARDES,17275
3247,BLAIGNAN PRIGNAC,20690
3248,FORGES,11154
3249,JOU SOUS MONJOU,14248
3250,MASSAC,34517
3251,BLANQUEFORT,347
3252,LA GENETOUZE,26656
3253,JUSSAC,3260
3254,MEZERVILLE,27569
3255,BLASIMON,20832
3256,GIBOURNE,31551
3257,LADINHAC,26470
3258,MOLANDIER,23595
3259,BORDEAUX,8
3260,LES GONDS,9728
3261,LANOBRE,812
3262,MONTCLAR,14139
3263,BOURG,8209
3264,GUITINIERES,22951
3265,LASCELLE,20294
3266,MONTGAILLARD,33856
3267,BOURIDEYS,34193
3268,L HOUMEAU,87
3269,LAVIGERIE,25509
3270,MONTGRADAIL,30961
3271,LE BOUSCAT,279
3272,LA JARRIE AUDOUIN,22962
3273,VAL D ARCOMIE,974
3274,MONTOLIEU,23149
3275,BRANNE,9147
3276,LANDES,12907
3277,LUGARDE,30228
3278,MONTSERET,26469
3279,BRAUD ET ST LOUIS,700
3280,LANDRAIS,16635
3281,MARCENAT,30587
3282,MOUX,21540
3283,BUDOS,18358
3284,LEOVILLE,28234
3285,MARMANHAC,6459
3286,NARBONNE,27
3287,CAMPUGNAN,18289
3288,LONGEVES,15810
3289,MAURS,5733
3290,NIORT DE SAULT,34302
3291,CARBON BLANC,944
3292,LONZAC,30532
3293,MOLOMPIZE,32872
3294,PALAJA,5000
3295,CASTELMORON D ALBRET,29877
3296,LORIGNAC,27267
3297,MONTMURAT,12263
3298,PECHARIC ET LE PY,34225
3299,CASTELNAU DE MEDOC,6663
3300,MARANS,8568
3301,NEUSSARGUES EN PINATELLE,9465
3302,PLAIGNE,31787
3303,CASTETS ET CASTILLON,9031
3304,MARENNES HIERS BROUAGE,224
3305,NEUVEGLISE SUR TRUYERE,684
3306,POMAS,11025
3307,CASTETS ET CASTILLON,9031
3308,MARSAIS,28360
3309,NEUVEGLISE SUR TRUYERE,684
3310,POMY,31824
3311,CAVIGNAC,9275
3312,MARSILLY,176
3313,PAILHEROLS,26912
3314,PUICHERIC,15812
3315,CENON,140
3316,MAZERAY,6829
3317,PLEAUX,15897
3318,PUILAURENS,32865
3319,CHAMADELLE,24954
3320,MAZEROLLES,18015
3321,PRADIERS,34228
3322,PUIVERT,25254
3323,CIVRAC EN MEDOC,21056
3324,MIRAMBEAU,9505
3325,REILHAC,5113
3326,RENNES LE CHATEAU,13718
3327,COMPS,10876
3328,MOEZE,512
3329,ST AMANDIN,31031
3330,RENNES LES BAINS,21084
3331,COUBEYRAC,25458
3332,LE MUNG,17576
3333,ST CERNIN,11213
3334,RIBOUISSE,30430
3335,COURS DE MONSEGUR,21828
3336,NACHAMPS,22807
3337,ST CIRGUES DE JORDANNE,23905
3338,RIEUX EN VAL,33239
3339,COUTURES,16107
3340,NANTILLE,15998
3341,ST ETIENNE DE CARLAT,16888
3342,ROULLENS,10428
3343,CUDOS,27090
3344,PAILLE,28216
3345,ST PAUL DE SALERS,30560
3346,RUSTIQUES,13716
3347,DONZAC,13335
3348,PRIGNAC,20942
3349,ST PONCY,28492
3350,ST ANDRE DE ROQUELONGUE,25767
3351,DOULEZON,24719
3352,PUILBOREAU,775
3353,ST REMY DE CHAUDES AIGUES,31950
3354,ST COUAT DU RAZES,29482
3355,GALGON,5828
3356,REAUX SUR TREFLE,19395
3357,ST SANTIN CANTALES,25527
3358,ST DENIS,25946
3359,GAURIAGUET,15164
3360,RETAUD,12364
3361,ST SAURY,30589
3362,STE EULALIE,15423
3363,GISCOS,34482
3364,RIVEDOUX PLAGE,233
3365,SALINS,22367
3366,ST HILAIRE,8835
3367,GREZILLAC,13849
3368,LA ROCHELLE,3
3369,SANSAC DE MARMIESSE,2989
3370,ST LOUIS ET PARAHOU,32233
3371,HOURTIN,810
3372,ROMEGOUX,15191
3373,SEGUR LES VILLAS,28757
3374,ST MARTIN DE VILLEREGLAN,19168
3375,LANDERROUAT,28324
3376,ROUFFIAC,23171
3377,SOULAGES,32952
3378,ST PIERRE DES CHAMPS,33470
3379,LAROQUE,11512
3380,ST CHRISTOPHE,10040
3381,TALIZAT,21457
3382,SAISSAC,20843
3383,LAVAZAN,28615
3384,ST DIZANT DU GUA,981
3385,TEISSIERES LES BOULIES,24999
3386,LA SERPENT,22767
3387,LIBOURNE,560
3388,ST FORT SUR GIRONDE,970
3389,TOURNEMIRE,24445
3390,SOUILHANELS,18815
3391,MARTIGNAS SUR JALLE,2555
3392,ST GENIS DE SAINTONGE,10295
3393,TREMOUILLE,33398
3394,SOUPEX,17252
3395,MAURIAC,31202
3396,ST GEORGES DE LONGUEPIERRE,17003
3397,VALUEJOLS,12279
3398,LA TOURETTE CABARDES,13845
3399,MONTAGOUDIN,11952
3400,ST GERMAIN DU SEUDRE,29436
3401,VILLEDIEU,3923
3402,TOUROUZELLE,10960
3403,LE NIZAN,15917
3404,ST HILAIRE DU BOIS,24647
3405,VIRARGUES,16119
3406,TREILLES,26315
3407,PINEUILH,5878
3408,ST JUST LUZAC,548
3409,YDES,5794
3410,VALMIGERE,33438
3411,LE POUT,11233
3412,ST LAURENT DE LA PREE,247
3413,LE ROUGET PERS,14756
3414,VENTENAC CABARDES,7107
3415,PRIGNAC ET MARCAMPS,12507
3416,ST MAIGRIN,23794
3417,LE ROUGET PERS,14756
3418,VILLALIER,4809
3419,ROQUEBRUNE,23480
3420,ST MARTIAL,20069
3421,LES ADJOTS,12365
3422,VILLARDEBELLE,33663
3423,ST AIGNAN,10201
3424,ST MARTIAL DE VITATERNE,9696
3425,ALLOUE,31809
3426,VILLAR EN VAL,33359
3427,ST GENES DE BLAYE,529
3428,ST MARTIN DE COUX,24470
3429,AUSSAC VADALLE,28176
3430,VILLEFORT,21178
3431,ST GENES DE CASTILLON,17811
3432,ST MARTIN DE JUILLERS,27816
3433,BALZAC,4244
3434,VILLENEUVE LES CORBIERES,33512
3435,ST LAURENT D ARCE,17967
3436,ST MARTIN DE RE,287
3437,BARDENAC,28340
3438,VILLESEQUELANDE,6786
3439,ST MARTIN DU PUY,15855
3440,ST NAZAIRE SUR CHARENTE,205
3441,BASSAC,22135
3442,VILLETRITOULS,32110
3443,ST PHILIPPE DU SEIGNAL,9085
3444,ST PIERRE D OLERON,253
3445,BAZAC,27502
3446,LES ALBRES,11082
3447,ST SEURIN DE CADOURNE,972
3448,ST PIERRE DU PALAIS,23576
3449,BELLON,28533
3450,AMBEYRAC,21150
3451,STE TERRE,11182
3452,STE RADEGONDE,12906
3453,BENEST,33380
3454,ARNAC SUR DOURDOU,34008
3455,SALLES,15086
3456,ST SEURIN DE PALENNE,25860
3457,BERNEUIL,31127
3458,ARVIEU,991
3459,SAVIGNAC,17374
3460,ST SEVERIN SUR BOUTONNE,27382
3461,BIOUSSAC,25964
3462,AUBIN,2691
3463,LE TAILLAN MEDOC,1835
3464,ST SIGISMOND DE CLERMONT,16129
3465,BORS DE BAIGNES,26674
3466,AUZITS,8774
3467,TAILLECAVAT,22058
3468,ST SIMON DE PELLOUAILLE,18170
3469,BOUTEVILLE,21135
3470,LE BAS SEGALA,9429
3471,VERTHEUIL,13072
3472,ST SORNIN,24988
3473,BOUTIERS ST TROJAN,4715
3474,LA BASTIDE PRADINES,29214
3475,LES AIRES,19575
3476,STE SOULLE,3977
3477,BREVILLE,29155
3478,BOURNAZEL,18808
3479,ANIANE,23069
3480,STE SOULLE,3977
3481,BRILLAC,30012
3482,CABANES,18703
3483,ASSAS,7425
3484,ST SULPICE D ARNOULT,14401
3485,BUNZAC,14501
3486,CAMBOULAZET,22735
3487,BAILLARGUES,1539
3488,ST SULPICE DE ROYAN,267
3489,CHAZELLES,17614
3490,CANTOIN,987
3491,CABREROLLES,28237
3492,ST TROJAN LES BAINS,687
3493,CHERVES RICHEMONT,12152
3494,CASSAGNES BEGONHES,19921
3495,CEBAZAN,22301
3496,SAUJON,202
3497,COGNAC,642
3498,CASTELMARY,28012
3499,CEILHES ET ROCOZELS,34708
3500,SEMOUSSAC,27939
3501,CONDEON,27600
3502,CASTELNAU DE MANDAILLES,31760
3503,COURNIOU,23290
3504,SONNAC,22582
3505,COULGENS,27465
3506,CASTELNAU PEGAYROLS,31466
3507,COURNONTERRAL,7842
3508,SOUBRAN,21422
3509,DOUZAT,19064
3510,CLAIRVAUX D AVEYRON,8733
3511,LE CRES,905
3512,TAILLEBOURG,13445
3513,EDON,32212
3514,LE CLAPIER,34400
3515,FELINES MINERVOIS,27264
3516,LE THOU,8859
3517,ETAGNAC,13916
3518,COMBRET,34124
3519,FONTANES,23049
3520,TONNAY BOUTONNE,9951
3521,FEUILLADE,29730
3522,COMPREGNAC,23623
3523,FONTES,16687
3524,LES TOUCHES DE PERIGNY,31633
3525,GENAC BIGNAC,23306
3526,CONQUES EN ROUERGUE,13877
3527,GARRIGUES,29050
3528,LA TREMBLADE,428
3529,GENAC BIGNAC,23306
3530,COUPIAC,31516
3531,LAGAMAS,22253
3532,VAUX SUR MER,235
3533,MAINXE GONDEVILLE,9687
3534,DECAZEVILLE,988
3535,LUNAS,16667
3536,LA VERGNE,6309
3537,LES GOURS,30167
3538,ENTRAYGUES SUR TRUYERE,14901
3539,MAGALAS,7461
3540,VILLEDOUX,6034
3541,GRASSAC,32404
3542,ESPALION,7355
3543,MAUREILHAN,9962
3544,VILLEXAVIER,22708
3545,GUIZENGEARD,32194
3546,FLORENTIN LA CAPELLE,31270
3547,MONTFERRIER SUR LEZ,1389
3548,VIROLLET,20341
3549,GURAT,25613
3550,GABRIAC,26739
3551,NEFFIES,19366
3552,VIRSON,18145
3553,JULIENNE,7969
3554,LAGUIOLE,19336
3555,PEROLS,89
3556,VOUHE,20693
3557,LESTERPS,30670
3558,LAISSAC SEVERAC L EGLISE,13284
3559,PEZENAS,2550
3560,PORT DES BARQUES,307
3561,LE LINDOIS,30564
3562,LAPANOUSE DE CERNON,26906
3563,PUISSALICON,10601
3564,LE GRAND VILLAGE PLAGE,568
3565,TERRES DE HAUTE CHARENTE,13587
3566,LEDERGUES,27245
3567,QUARANTE,22080
3568,LES AIX D ANGILLON,18831
3569,LOUZAC ST ANDRE,13675
3570,MARNHAGUES ET LATOUR,34017
3571,ROQUESSELS,22440
3572,ARCOMPS,19980
3573,LOUZAC ST ANDRE,13675
3574,MARTIEL,28372
3575,ST BAUZILLE DE LA SYLVE,19592
3576,ARPHEUILLES,24128
3577,MANSLE,11937
3578,MONTAGNOL,34055
3579,ST FELIX DE L HERAS,32174
3580,AUBIGNY SUR NERE,14638
3581,MAZEROLLES,27309
3582,MONTCLAR,30723
3583,ST FELIX DE LODEZ,17250
3584,AUBINGES,29119
3585,MEDILLAC,27195
3586,MONTEZIC,30607
3587,ST GERVAIS SUR MARE,18786
3588,BANNAY,15293
3589,MESNAC,16653
3590,FONDAMENTE,34494
3591,ST JEAN DE VEDAS,816
3592,BEDDES,32903
3593,LES METAIRIES,13465
3594,MURET LE CHATEAU,23639
3595,ST PRIVAT,33320
3596,BLET,33911
3597,MONTJEAN,16297
3598,NAUVIALE,10676
3599,LA SALVETAT SUR AGOUT,24263
3600,BOURGES,128
3601,MONTMOREAU,12882
3602,ONET LE CHATEAU,157
3603,SAUSSAN,2547
3604,BRECY,31492
3605,MOSNAC ST SIMEUX,9798
3606,ONET LE CHATEAU,157
3607,SAUVIAN,2451
3608,LA CELLE,18601
3609,MOUTHIERS SUR BOEME,11120
3610,PAULHE,10427
3611,SETE,32
3612,CHAMBON,30803
3613,NANTEUIL EN VALLEE,27796
3614,PEUX ET COUFFOULEUX,33667
3615,USCLAS DU BOSC,24466
3616,LA CHAPELLE ST URSIN,5335
3617,NANTEUIL EN VALLEE,27796
3618,PLAISANCE,30477
3619,VALFLAUNES,22961
3620,LA CHAPELOTTE,34405
3621,PAIZAY NAUDOUIN EMBOURIE,31937
3622,PONT DE SALARS,6077
3623,VILLENEUVETTE,13985
3624,CHARLY,34166
3625,PAIZAY NAUDOUIN EMBOURIE,31937
3626,POUSTHOMY,33549
3627,LA GRANDE MOTTE,272
3628,LE CHATELET,24600
3629,PALLUAUD,32598
3630,PRIVEZAC,19965
3631,ANDOUILLE NEUVILLE,16509
3632,CHEZAL BENOIT,31615
3633,PARZAC,31079
3634,PRUINES,21879
3635,VAL COUESNON,13242
3636,CROISY,31098
3637,LES PINS,27271
3638,QUINS,24881
3639,AVAILLES SUR SEICHE,16311
3640,CUFFY,8020
3641,PLASSAC ROUFFIAC,20720
3642,RIEUPEYROUX,8729
3643,BALAZE,12727
3644,DUN SUR AURON,14292
3645,PUYMOYEN,1979
3646,RIVIERE SUR TARN,20052
3647,BECHEREL,15494
3648,ENNORDRES,33098
3649,RANVILLE BREUILLAUD,31965
3650,ST AMANS DES COTS,24579
3651,BETTON,352
3652,EPINEUIL LE FLEURIEL,31544
3653,REPARSAC,14257
3654,ST ANDRE DE VEZINES,32572
3655,BOISTRUDAN,16196
3656,GENOUILLY,32267
3657,RONSENAC,26084
3658,ST CHELY D AUBRAC,29707
3659,BOURG DES COMPTES,9578
3660,GERMIGNY L EXEMPT,31968
3661,ROULLET ST ESTEPHE,7317
3662,STE EULALIE D OLT,30623
3663,BRETEIL,4343
3664,GIVARDON,33394
3665,ROUSSINES,33456
3666,ST FELIX DE SORGUES,32606
3667,CARDROC,17861
3668,GRACAY,18518
3669,GRAVES ST AMANT,23124
3670,ARGENCES EN AUBRAC,834
3671,LA CHAPELLE ERBREE,14550
3672,GRON,34046
3673,ST BONNET,28339
3674,ST HIPPOLYTE,29715
3675,CORPS NUDS,5266
3676,JARS,32640
3677,ST CIERS SUR BONNIEURE,29859
3678,STE RADEGONDE,3522
3679,LE CROUAIS,10302
3680,LANTAN,33032
3681,ST CLAUD,21752
3682,ST ROME DE CERNON,15864
3683,DROUGES,13783
3684,LERE,12917
3685,ST CYBARDEAUX,23829
3686,CAUSSE ET DIEGE,8234
3687,ERCE EN LAMEE,13128
3688,LIMEUX,28252
3689,ST GERMAIN DE MONTBRON,27865
3690,SANVENSA,11718
3691,ETRELLES,9173
3692,LUGNY CHAMPAGNE,34140
3693,ST LAURENT DE COGNAC,5826
3694,SAUJAC,28768
3695,LE FERRE,24955
3696,LURY SUR ARNON,20436
3697,ST MARTIAL,31637
3698,SAVIGNAC,13290
3699,FLEURIGNE,11859
3700,MARCAIS,28821
3701,VAL D AUGE,26139
3702,SEVERAC D AVEYRON,8235
3703,FOUGERES,703
3704,MARSEILLES LES AUBIGNY,21465
3705,ST MEME LES CARRIERES,10228
3706,TAYRAC,23159
3707,GAEL,16341
3708,MENETOU COUTURE,32895
3709,ST SULPICE DE COGNAC,9167
3710,VABRES L ABBAYE,12556
3711,GOVEN,4282
3712,MENETOU SALON,23281
3713,ST YRIEIX SUR CHARENTE,1157
3714,VIALA DU TARN,25144
3715,GUIGNEN,8743
3716,MENETREOL SUR SAULDRE,34184
3717,SAULGOND,19158
3718,VIMENET,30597
3719,HIREL,531
3720,MERY SUR CHER,14648
3721,SEGONZAC,4635
3722,AIX EN PROVENCE,94
3723,HIREL,531
3724,MORLAC,30657
3725,SERS,26583
3726,ALLAUCH,2815
3727,JANZE,4002
3728,MORNAY BERRY,33047
3729,LA TACHE,32155
3730,ALLEINS,6415
3731,LANDAVRAN,10362
3732,MORNAY SUR ALLIER,32095
3733,TOURRIERS,18173
3734,AUBAGNE,359
3735,LANDEAN,12424
3736,NEUVY SUR BARANGEON,24723
3737,TRIAC LAUTRAIT,16506
3738,AURONS,9024
3739,LANGAN,9065
3740,LE NOYER,33977
3741,VAUX ROUILLAC,29408
3742,LES BAUX DE PROVENCE,19085
3743,LANGOUET,13415
3744,ORCENAIS,14237
3745,VENTOUSE,33755
3746,BOUC BEL AIR,1494
3747,LASSY,10551
3748,ORVAL,3866
3749,VIGNOLLES,28632
3750,CARRY LE ROUET,232
3751,LECOUSSE,3013
3752,LA PERCHE,29765
3753,VILLEJOUBERT,23636
3754,CHATEAURENARD,1336
3755,LIEURON,14619
3756,PLAIMPIED GIVAUDINS,6069
3757,VINDELLE,5836
3758,GREASQUE,4396
3759,LILLEMER,7449
3760,POISIEUX,29740
3761,YVRAC ET MALLEYRAND,28710
3762,ISTRES,115
3763,LE LOROUX,16003
3764,PRESLY,34238
3765,AGUDELLE,23861
3766,ISTRES,115
3767,LUITRE DOMPIERRE,11306
3768,PREUILLY,23222
3769,AIGREFEUILLE D AUNIS,5212
3770,MARTIGUES,49
3771,LUITRE DOMPIERRE,11306
3772,PREVERANGES,33465
3773,ALLAS BOCAGE,23894
3774,MEYRARGUES,5226
3775,MARCILLE ROBERT,15923
3776,PRIMELLES,26730
3777,ANDILLY,14016
3778,ST PIERRE DE MEZOARGUES,20931
3779,MARTIGNE FERCHAUD,10204
3780,ST AMBROIX,20585
3781,ANDILLY,14016
3782,MOURIES,15334
3783,VAL D ANAST,10255
3784,ST DENIS DE PALIN,32844
3785,ANNEPONT,21927
3786,PARADOU,18285
3787,MECE,22339
3788,ST ELOY DE GY,18022
3789,ARCES,793
3790,LA PENNE SUR HUVEAUNE,1401
3791,MEDREAC,12851
3792,ST HILAIRE DE GONDILLY,32520
3793,ARCHINGEAY,25681
3794,LES PENNES MIRABEAU,1941
3795,MELLE,13208
3796,ST JEANVRIN,33124
3797,ARS EN RE,787
3798,PEYNIER,10934
3799,MONTAUBAN DE BRETAGNE,3426
3800,ST MAUR,33276
3801,LA BARDE,21302
3802,PLAN DE CUQUES,2403
3803,MONT DOL,557
3804,ST SYMPHORIEN,28753
3805,BAZAUGES,32228
3806,PORT DE BOUC,109
3807,MONTGERMONT,946
3808,SANCERRE,8565
3809,BLANZAC LES MATHA,21961
3810,PUYLOUBIER,21786
3811,MONTREUIL LE GAST,3786
3812,SANCOINS,15642
3813,BOISREDON,28846
3814,PUYLOUBIER,21786
3815,MORDELLES,1525
3816,SIDIAILLES,29116
3817,BOUHET,23924
3818,LE PUY STE REPARADE,5132
3819,NOUVOITOU,2612
3820,SURY EN VAUX,18028
3821,BRIE SOUS MORTAGNE,25962
3822,ROGNONAS,2095
3823,PAIMPONT,22454
3824,THAUVENAY,16368
3825,BRIZAMBOURG,16548
3826,ROUSSET,7906
3827,LE PERTRE,13739
3828,THENIOUX,22101
3829,LA BROUSSE,29248
3830,ST ANTONIN SUR BAYON,21398
3831,LE PETIT FOUGERAY,13921
3832,TORTERON,15648
3833,BURIE,9496
3834,SEPTEMES LES VALLONS,3612
3835,PIRE CHANCE,14188
3836,TOUCHAY,32446
3837,CELLES,25813
3838,TRETS,6928
3839,PLECHATEL,10754
3840,TROUY,5506
3841,CHAMBON,16300
3842,MARSEILLE 04,/ 34 837
3843,PLELAN LE GRAND,7866
3844,VEREAUX,33206
3845,CHAMPAGNAC,10198
3846,MARSEILLE 08,/ 34 837
3847,PRINCE,25375
3848,VIGNOUX SOUS LES AIX,22013
3849,LA CHAPELLE DES POTS,9598
3850,MARSEILLE 09,/ 34 837
3851,RANNEE,14209
3852,VILLEQUIERS,30757
3853,CHARRON,643
3854,MARSEILLE 10,/ 34 837
3855,REDON,249
3856,AFFIEUX,29583
3857,CIERZAC,23005
3858,MARSEILLE 13,/ 34 837
3859,RENNES,12
3860,AMBRUGEAT,18564
3861,COIVERT,23852
3862,MARSEILLE 16,/ 34 837
3863,LE RHEU,670
3864,LES ANGLES SUR CORREZE,6788
3865,CORME ROYAL,9679
3866,ABLON,522
3867,RIMOU,28321
3868,ARNAC POMPADOUR,11475
3869,LA COUARDE SUR MER,630
3870,VALAMBRAY,20095
3871,ST AUBIN D AUBIGNE,5119
3872,BASSIGNAC LE HAUT,31355
3873,CROIX CHAPEAU,4379
3874,AUBERVILLE,559
3875,ST BRIAC SUR MER,279
3876,BEAUMONT,27574
3877,DOMPIERRE SUR CHARENTE,18721
3878,LES MONTS D AUNAY,7337
3879,MAEN ROCH,7028
3880,BEYSSENAC,22808
3881,ECOYEUX,21249
3882,AUVILLARS,17298
3883,ST COULOMB,213
3884,BILHAC,14745
3885,FLOIRAC,990
3886,BALLEROY SUR DROME,13168
3887,ST ERBLON,2785
3888,BONNEFOND,31497
3889,LA FLOTTE,252
3890,BANNEVILLE LA CAMPAGNE,5709
3891,ST GEORGES DE GREHAIGNE,22281
3892,BUGEAT,15489
3893,FONTAINES D OZILLAC,19249
3894,BARBEVILLE,4383
3895,ST GERMAIN DU PINEL,18956
3896,CAMPS ST MATHURIN LEOBAZEL,30419
3897,FOURAS,198
3898,BARNEVILLE LA BERTRAN,3435
3899,ST GONDRAN,19462
3900,CHAMPAGNAC LA PRUNE,23409
3901,GIVREZAC,18514
3902,BAROU EN AUGE,22842
3903,ST JACQUES DE LA LANDE,159
3904,CHAPELLE SPINASSE,21141
3905,GOURVILLETTE,29288
3906,BASLY,3797
3907,ST JEAN SUR VILAINE,13279
3908,CHIRAC BELLEVUE,23008
3909,GRANDJEAN,16135
3910,BEAUMESNIL,27928
3911,ST LEGER DES PRES,19679
3912,COMBRESSOL,25568
3913,LE GUE D ALLERE,19666
3914,BEAUMONT EN AUGE,11958
3915,ST MALO,17
3916,CORREZE,7362
3917,HAIMPS,21451
3918,BELLENGREVILLE,4104
3919,ST MALO DE PHILY,21968
3920,CUREMONTE,21256
3921,LA JARD,19998
3922,SOULEUVRE EN BOCAGE,16110
3923,ST MARCAN,19884
3924,EGLETONS,3424
3925,LA JARRIE,2184
3926,SOULEUVRE EN BOCAGE,16110
3927,STE MARIE,6896
3928,EYGURANDE,16584
3929,LOIRE LES MARAIS,8380
3930,SOULEUVRE EN BOCAGE,16110
3931,ST PERAN,28494
3932,GIMEL LES CASCADES,9221
3933,LOIX,739
3934,SOULEUVRE EN BOCAGE,16110
3935,ST SYMPHORIEN,14319
3936,LAGARDE MARC LA TOUR,15909
3937,LUSSANT,8996
3938,SOULEUVRE EN BOCAGE,16110
3939,LA SELLE GUERCHAISE,22895
3940,LAGUENNE SUR AVALOUZE,1364
3941,MACQUEVILLE,30995
3942,BIEVILLE BEUVILLE,1089
3943,SENS DE BRETAGNE,11654
3944,LAGUENNE SUR AVALOUZE,1364
3945,MARIGNAC,24082
3946,BEUVILLERS,2937
3947,SERVON SUR VILAINE,6524
3948,LAMONGERIE,28902
3949,MESSAC,27191
3950,BLAINVILLE SUR ORNE,783
3951,SOUGEAL,23983
3952,LASCAUX,18577
3953,MONS,26035
3954,LE BO,25810
3955,TEILLAY,20692
3956,LIGNEYRAC,13309
3957,MONTENDRE,7604
3958,BONNEBOSQ,15173
3959,THORIGNE FOUILLARD,815
3960,LOSTANGES,26189
3961,MOSNAC,17106
3962,BONS TASSILLY,12689
3963,TREFFENDEL,24555
3964,MARGERIDES,21811
3965,MURON,15253
3966,BRANVILLE,10549
3967,TREVERIEN,11467
3968,MEILHARDS,25694
3969,NIEUL LE VIROUIL,22926
3970,BREMOY,33104
3971,VEZIN LE COQUET,1117
3972,MEYRIGNAC L EGLISE,21802
3973,NIEULLE SUR SEUDRE,716
3974,THUE ET MUE,3474
3975,VIGNOC,10537
3976,NOAILLES,1655
3977,NUAILLE SUR BOUTONNE,17836
3978,BRUCOURT,9880
3979,LA VILLE ES NONAIS,447
3980,PERPEZAC LE BLANC,18645
3981,PERIGNY,1295
3982,BUCEELS,16943
3983,VISSEICHE,11383
3984,CONFOLENT PORT DIEU,1042
3985,PLASSAY,13839
3986,LE BU SUR ROUVRES,26519
3987,AIZE,33642
3988,PUY D ARNAC,24843
3989,POLIGNAC,26307
3990,CAGNY,1688
3991,ARGY,26180
3992,STE FEREOLE,5150
3993,POMMIERS MOULONS,28220
3994,CAHAGNOLLES,25788
3995,BAGNEUX,31279
3996,ST HILAIRE LES COURBES,25404
3997,PONT L ABBE D ARNOULT,9445
3998,LA CAMBE,18629
3999,LES BORDES,5161
4000,ST HILAIRE PEYROUX,7601
4001,LES PORTES EN RE,850
4002,CAMPIGNY,12511
4003,BRION,30264
4004,ST JULIEN LE VENDOMOIS,25918
4005,PUYRAVAULT,20624
4006,COLOMBELLES,961
4007,BUXEUIL,30991
4008,STE MARIE LAPANOUZE,20129
4009,ROMAZIERES,34371
4010,CONDE EN NORMANDIE,5051
4011,BUXIERES D AILLAC,30792
4012,ST PAUL,24609
4013,ROUFFIGNAC,25459
4014,CONDE EN NORMANDIE,5051
4015,LA CHAPELLE ORTHEMALE,25381
4016,ST REMY,30415
4017,ST AGNANT,2256
4018,CONDE EN NORMANDIE,5051
4019,LA CHATRE,4856
4020,ST SORNIN LAVOLPS,13384
4021,ST CIERS CHAMPAGNE,23148
4022,CORDEBUGLE,17802
4023,LA CHATRE LANGLIN,25573
4024,ST SULPICE LES BOIS,27166
4025,ST GEORGES DES AGOUTS,28704
4026,CORMELLES LE ROYAL,488
4027,CHAVIN,20039
4028,SALON LA TOUR,21467
4029,ST GEORGES D OLERON,459
4030,COTTUN,10692
4031,CIRON,33390
4032,SERVIERES LE CHATEAU,21919
4033,ST PIERRE LA NOUE,13622
4034,COURTONNE LES DEUX EGLISES,21816
4035,CREVANT,27926
4036,TARNAC,27201
4037,ST JUST LUZAC,548
4038,CRESSERONS,3298
4039,EGUZON CHANTOME,14027
4040,USSEL,1006
4041,ST LEGER,16299
4042,CROUAY,10554
4043,FONTENAY,32505
4044,UZERCHE,6060
4045,ST LOUP,24214
4046,CUVERVILLE,1946
4047,FONTGUENAND,26925
4048,AHUY,1586
4049,STE MARIE DE RE,351
4050,DONNAY,25618
4051,FOUGEROLLES,26099
4052,ARGILLY,22506
4053,ST MARTIAL SUR NE,28512
4054,EQUEMAUVILLE,2071
4055,GUILLY,31935
4056,BAIGNEUX LES JUIFS,33818
4057,ST MARTIN D ARY,18709
4058,ESPINS,23768
4059,INGRANDES,30754
4060,BALOT,31679
4061,ST PIERRE DE L ISLE,25409
4062,EVRECY,3982
4063,LIZERAY,16182
4064,BARD LES EPOISSES,16624
4065,STE RAMEE,25297
4066,FEUGUEROLLES BULLY,2877
4067,LUCAY LE LIBRE,28715
4068,BEAULIEU,34613
4069,ST ROMAIN DE BENET,15020
4070,LA FOLLETIERE ABENON,30761
4071,LURAIS,31057
4072,BEIRE LE CHATEL,23782
4073,ST SATURNIN DU BOIS,24537
4074,FORMIGNY LA BATAILLE,876
4075,LYS ST GEORGES,29914
4076,BELLENOD SUR SEINE,34436
4077,ST SAUVANT,16320
4078,FORMIGNY LA BATAILLE,876
4079,MEUNET SUR VATAN,22162
4080,BESSEY LES CITEAUX,17225
4081,ST SAVINIEN,5871
4082,FORMIGNY LA BATAILLE,876
4083,MIGNY,13927
4084,BEUREY BAUGUAY,34010
4085,ST SAVINIEN,5871
4086,FOURNEAUX LE VAL,18155
4087,LA MOTTE FEUILLY,21057
4088,BLIGNY LE SEC,28085
4089,ST THOMAS DE CONAC,1000
4090,FRESNE LA MERE,18218
4091,NEONS SUR CREUSE,29711
4092,BONNENCONTRE,20959
4093,ST VIVIEN,4574
4094,FRESNEY LE PUCEUX,7776
4095,NEUVY ST SEPULCHRE,15198
4096,BOUHEY,28262
4097,SAINTES,470
4098,GENNEVILLE,12938
4099,NOHANT VIC,21229
4100,BOUSSENOIS,22811
4101,SALIGNAC DE MIRAMBEAU,28278
4102,GONNEVILLE SUR HONFLEUR,3811
4103,ORSENNES,31515
4104,BRESSEY SUR TILLE,4155
4105,SALLES SUR MER,2350
4106,HERMANVILLE SUR MER,273
4107,OULCHES,33292
